random	C_b2df2396d7c04235a9a4ac41a3630f9c	0	hi	2
random	C_b2df2396d7c04235a9a4ac41a3630f9c	0	?	2
random	C_b2df2396d7c04235a9a4ac41a3630f9c	0	como	0
random	C_b2df2396d7c04235a9a4ac41a3630f9c	0	te	0
random	C_b2df2396d7c04235a9a4ac41a3630f9c	0	va	0
random	C_b2df2396d7c04235a9a4ac41a3630f9c	0	?	2
random	C_b2df2396d7c04235a9a4ac41a3630f9c	1	que	0
random	C_b2df2396d7c04235a9a4ac41a3630f9c	1	tienes	0
random	C_b2df2396d7c04235a9a4ac41a3630f9c	1	?	2
random	C_9ced01adb0cd4570af111694e56df9a5	0	hola	0
random	C_9ced01adb0cd4570af111694e56df9a5	0	,	2
random	C_9ced01adb0cd4570af111694e56df9a5	0	como	0
random	C_9ced01adb0cd4570af111694e56df9a5	0	estas	0
random	C_9ced01adb0cd4570af111694e56df9a5	0	?	2
random	C_9ced01adb0cd4570af111694e56df9a5	1	que	0
random	C_9ced01adb0cd4570af111694e56df9a5	1	tienes	0
random	C_9ced01adb0cd4570af111694e56df9a5	1	?	2
random	C_9ced01adb0cd4570af111694e56df9a5	2	que	0
random	C_9ced01adb0cd4570af111694e56df9a5	2	suerte	0
random	C_9ced01adb0cd4570af111694e56df9a5	2	,	2
random	C_9ced01adb0cd4570af111694e56df9a5	2	my	1
random	C_9ced01adb0cd4570af111694e56df9a5	2	friends	1
random	C_9ced01adb0cd4570af111694e56df9a5	2	did	1
random	C_9ced01adb0cd4570af111694e56df9a5	2	n't	2
random	C_9ced01adb0cd4570af111694e56df9a5	2	study	1
random	C_9ced01adb0cd4570af111694e56df9a5	2	filosofia	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	si	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	tengo	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	one	1
random	C_9ced01adb0cd4570af111694e56df9a5	3	friend	1
random	C_9ced01adb0cd4570af111694e56df9a5	3	que	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	le	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	gusta	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	escribir	0
random	C_9ced01adb0cd4570af111694e56df9a5	3	.	2
random	C_9ced01adb0cd4570af111694e56df9a5	4	si	0
random	C_9ced01adb0cd4570af111694e56df9a5	4	,	2
random	C_9ced01adb0cd4570af111694e56df9a5	4	uno	0
random	C_9ced01adb0cd4570af111694e56df9a5	4	de	0
random	C_9ced01adb0cd4570af111694e56df9a5	4	mis	0
random	C_9ced01adb0cd4570af111694e56df9a5	4	amigos	0
random	C_9ced01adb0cd4570af111694e56df9a5	4	estudio	0
random	C_9ced01adb0cd4570af111694e56df9a5	4	linguistics	1
random	C_9ced01adb0cd4570af111694e56df9a5	4	.	2
random	C_9ced01adb0cd4570af111694e56df9a5	5	none	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	of	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	my	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	friends	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	work	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	at	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	el	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	museo	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	,	2
random	C_9ced01adb0cd4570af111694e56df9a5	5	pero	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	tengo	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	un	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	amigo	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	que	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	le	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	encanta	0
random	C_9ced01adb0cd4570af111694e56df9a5	5	to	1
random	C_9ced01adb0cd4570af111694e56df9a5	5	cook	2
random	C_9ced01adb0cd4570af111694e56df9a5	5	.	2
