sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	yo	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	no	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	.	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	uno	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	que	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	trabaja	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	en	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	aquarium	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	.	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	likes	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	tardes	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	que	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	trabaja	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	en	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	accounting	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	0	.	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	1	ninguno	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	1	de	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	1	los	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	1	dos	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	pero	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	el	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	mio	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	no	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	trabaja	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	en	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	el	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	2	park	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	no	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	.	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	uno	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	que	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	estudio	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	film	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	3	?	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	4	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	4	2	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	4	que	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	4	estudiaron	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	4	famacia	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	yo	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	solo	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	uno	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	,	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	le	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	gusta	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	la	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	tarde	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	,	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	es	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	5	accountant	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	6	no	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	6	.	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	6	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	6	farmacia	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	6	tengo	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	7	3	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	solo	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	uno	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	que	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	le	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	gusta	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	night	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	.	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	es	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	filosofo	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	trabaja	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	en	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	8	office	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	jewelry	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	store	1
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	si	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	,	2
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	le	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	gusta	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	la	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	manana	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	y	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	estudio	0
sp2en_soc	C_f106332a6d0840a8a110ee72543acea1	9	film	1
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	0	hello	2
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	1	no	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	1	studing	2
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	1	derecho	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	tu	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	amigo	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	le	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	gusta	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	la	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	pesca	2
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	2	?	2
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	mi	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	amigo	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	se	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	especializa	2
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	en	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	derecho	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	,	2
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	le	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	gusta	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	3	actuar	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	4	no	0
en_lex_soc	C_26e69ab9c56142d7869605dfc93dd272	5	afternoon	1
