"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.surveycode","Approve","Reject"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","30ZX6P7VF9X919QH5AE81OVM81DJ2J","AAEZQL4J6CQGM","Submitted","Tue Jun 19 10:02:45 PDT 2018","Tue Jun 19 10:08:48 PDT 2018","Fri Jun 22 10:08:48 PDT 2018","","","","363","100% (1/1)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cbaf37287f1404487932e250c861c447c"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","31LM9EDVOMU5QVFARTCSTCYKJWLJNR","ASS1XQSTXVT1F","Submitted","Tue Jun 19 12:10:11 PDT 2018","Tue Jun 19 12:19:10 PDT 2018","Fri Jun 22 12:19:10 PDT 2018","","","","539","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C9dc5936c04bc4ef79dd7d617c12e3b63"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3D3VGR7TA1HFKF5DHF1MMPM5OVZ3RW","A2QAJ9ZTN8YY89","Submitted","Tue Jun 19 05:03:09 PDT 2018","Tue Jun 19 05:12:40 PDT 2018","Fri Jun 22 05:12:40 PDT 2018","","","","571","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cce8b4952513741d68b3e5b10068f9a68"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3O7L7BFSHFR51EIRGCO9ROPBSRXEIR","A1SN8CB73WX7I7","Submitted","Tue Jun 19 16:11:18 PDT 2018","Tue Jun 19 16:25:09 PDT 2018","Fri Jun 22 16:25:09 PDT 2018","","","","831","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C2a6cba37d9394e8e9a8d4312dc562907"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3OB0CAO74IR3BOOYAVIIYFGCAOMHYB","AZ08XRK3DV4I2","Submitted","Tue Jun 19 12:20:13 PDT 2018","Tue Jun 19 12:39:37 PDT 2018","Fri Jun 22 12:39:37 PDT 2018","","","","1164","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Ib32bdedeab0a4dbbae9c92d7edce145f"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3QIYRE09Y4JYVEZ6146MPC2YPEGN1K","AQISFIZ6GD09I","Submitted","Tue Jun 19 07:35:11 PDT 2018","Tue Jun 19 07:50:45 PDT 2018","Fri Jun 22 07:50:45 PDT 2018","","","","934","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C60441fe8426144ab889b500404920529"
"3B9XR6P1WFX032TJX11HDY256HEBJE","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3TK8OJTYM2NEKBRHOX330PE9E4NPVK","A217M5CHYXKABY","Submitted","Thu Jun 21 04:52:26 PDT 2018","Thu Jun 21 05:03:43 PDT 2018","Sun Jun 24 05:03:43 PDT 2018","","","","677","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C5637dbd02e3348ceb82b7437a2bd70b9"
"3SBNLSTU6V7JIEW7TJV9WIEVS02ZDT","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","34BBWHLWHBDZIE4I1CIFDUWBZWUWIJ","A25NI7DEN0IDCI","Submitted","Wed Jun 20 08:47:23 PDT 2018","Wed Jun 20 08:56:43 PDT 2018","Sat Jun 23 08:56:43 PDT 2018","","","","560","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cf8669625b55e40ae8dca447c9df0a2ee"
"3SBNLSTU6V7JIEW7TJV9WIEVS02ZDT","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3EFVCAY5L4BKNOS6LRN9BF8PU33J8O","A3RLCK6EINDQPD","Submitted","Tue Jun 19 18:48:42 PDT 2018","Tue Jun 19 18:58:05 PDT 2018","Fri Jun 22 18:58:05 PDT 2018","","","","563","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cc22121ac53bd4693b9e418e9b70e119a"
"3SBNLSTU6V7JIEW7TJV9WIEVS02ZDT","3J2GQK7M7PX0XYT9QBH41TH8KLAOPH","¡Charlemos en spanglish! (3)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Jun 18 23:58:53 PDT 2018","8","BatchId:3273736;OriginalHitTemplateId:920937340;","1800","259200","Mon Jun 25 23:58:53 PDT 2018","","","3L70J4KAZHOL3QLT8TLC48J7F99DAF","A3U58Y73JK9JOT","Submitted","Wed Jun 20 10:53:05 PDT 2018","Wed Jun 20 11:07:23 PDT 2018","Sat Jun 23 11:07:23 PDT 2018","","","","858","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cd9fdb716de1841f583b1d92ee8a1f8a0"
