sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	tres	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	de	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	mis	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	amigos	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	trabajan	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	en	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	el	0
sp_lex_soc	C_abe6b7de043545cbb8df78d66abefe4b	0	banco	0
sp_lex	C_a7965995a7a84abf96303f75f8b557f0	0	bien	0
sp_lex	C_a7965995a7a84abf96303f75f8b557f0	1	yes	1
sp_lex	C_a7965995a7a84abf96303f75f8b557f0	2	perfecto	0
sp2en	C_5dec67dd841449b782bbde12a445d386	0	hola	0
sp2en	C_5dec67dd841449b782bbde12a445d386	1	si	0
sp2en	C_5dec67dd841449b782bbde12a445d386	2	five	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	of	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	my	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	friends	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	work	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	in	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	the	1
sp2en	C_5dec67dd841449b782bbde12a445d386	2	park	1
sp2en	C_5dec67dd841449b782bbde12a445d386	3	no	0
sp2en	C_5dec67dd841449b782bbde12a445d386	4	i	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	have	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	one	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	who	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	worked	2
sp2en	C_5dec67dd841449b782bbde12a445d386	4	at	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	the	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	jewlery	2
sp2en	C_5dec67dd841449b782bbde12a445d386	4	and	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	two	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	at	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	the	1
sp2en	C_5dec67dd841449b782bbde12a445d386	4	dealership	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	do	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	they	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	work	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	in	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	the	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	park	1
sp2en	C_5dec67dd841449b782bbde12a445d386	5	?	2
sp2en	C_5dec67dd841449b782bbde12a445d386	6	estudiaron	0
sp2en	C_5dec67dd841449b782bbde12a445d386	6	fisica	0
sp2en	C_5dec67dd841449b782bbde12a445d386	6	?	2
sp2en	C_5dec67dd841449b782bbde12a445d386	7	what	1
sp2en	C_5dec67dd841449b782bbde12a445d386	7	about	1
sp2en	C_5dec67dd841449b782bbde12a445d386	7	management	1
sp2en	C_5dec67dd841449b782bbde12a445d386	7	?	2
sp2en	C_5dec67dd841449b782bbde12a445d386	8	no	0
sp2en	C_5dec67dd841449b782bbde12a445d386	8	i	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	do	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	not	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	have	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	a	0
sp2en	C_5dec67dd841449b782bbde12a445d386	8	friendworking	2
sp2en	C_5dec67dd841449b782bbde12a445d386	8	the	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	night	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	at	1
sp2en	C_5dec67dd841449b782bbde12a445d386	8	el	0
sp2en	C_5dec67dd841449b782bbde12a445d386	8	acuario	0
sp2en	C_5dec67dd841449b782bbde12a445d386	9	yes	1
sp2en	C_5dec67dd841449b782bbde12a445d386	10	trabajan	0
sp2en	C_5dec67dd841449b782bbde12a445d386	10	en	0
sp2en	C_5dec67dd841449b782bbde12a445d386	10	la	0
sp2en	C_5dec67dd841449b782bbde12a445d386	10	joyeria	0
sp2en	C_5dec67dd841449b782bbde12a445d386	10	?	2
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	0	hey	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	1	yo	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	1	no	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	1	tengo	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	2	no	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	i	1
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	have	1
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	a	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	friend	1
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	que	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	trabaja	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	en	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	la	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	3	clinica	0
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	4	i	1
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	4	have	1
en2sp	C_9cdf7412c2214e13a0b6c158dd050a81	4	un	0
