"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.surveycode","Approve","Reject"
"3MGHRFQY2MRPE4L8LL5V34LAW04Y0T","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3NGI5ARFTU7YYZBJHJJET17T1V31PW","A1IZ4NX41GKU4X","Submitted","Tue Sep 25 08:08:49 PDT 2018","Tue Sep 25 08:18:50 PDT 2018","Fri Sep 28 08:18:50 PDT 2018","","","","601","100% (9/9)","0% (0/0)","0% (0/0)","0","MTURK_TASK_I88f18ef540e44dac9c73697cb89e4751"
"3MGHRFQY2MRPE4L8LL5V34LAW04Y0T","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3T3IWE1XG7PK7VO7JFIDZCGYY93QT6","A23LWGYV6ZDF6L","Submitted","Mon Sep 24 22:43:30 PDT 2018","Mon Sep 24 22:54:27 PDT 2018","Thu Sep 27 22:54:27 PDT 2018","","","","657","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_I4fd9b7af74ce4b37bc9f86800d6efe7a"
"37OPIVELUV5ZTMT13NY06A2KFQ4AHY","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3HMIGG0U4M8AIDN57ROCL2NDJ4HY88","A25XXQPMBBDAV3","Submitted","Mon Sep 24 18:29:07 PDT 2018","Mon Sep 24 18:36:59 PDT 2018","Thu Sep 27 18:36:59 PDT 2018","","","","472","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C922d26d6b3b54981a0fa073845374f54"
"37OPIVELUV5ZTMT13NY06A2KFQ4AHY","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3TAYZSBPLMA20C97S4NMTPM9GOXS2Z","A39PWM9C4U0TEP","Submitted","Wed Sep 26 03:23:42 PDT 2018","Wed Sep 26 03:36:23 PDT 2018","Sat Sep 29 03:36:23 PDT 2018","","","","761","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Ie1bdabdff764499783a7ebffc20bfc4d"
"37OPIVELUV5ZTMT13NY06A2KFQ4AHY","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3V0Z7YWSIZ2IS4QBMZSR4C6GFNX2VA","A3AN9828C2VIDG","Submitted","Mon Sep 24 20:12:24 PDT 2018","Mon Sep 24 20:18:12 PDT 2018","Thu Sep 27 20:18:12 PDT 2018","","","","348","100% (1/1)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cc1546f0e62e74521ab14030ac56a133f"
"3BAWBGQGYM1MSLQN193KBKR3MX8V7H","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","30BXRYBRP5ZZMJTYVU0UDIVWBKLHWV","A1FGEK2Y0ZQEAM","Submitted","Wed Sep 26 06:03:23 PDT 2018","Wed Sep 26 06:11:51 PDT 2018","Sat Sep 29 06:11:51 PDT 2018","","","","508","100% (1/1)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C230364900ae24ee68cbd4aeec62502b6"
"3BAWBGQGYM1MSLQN193KBKR3MX8V7H","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3X0H8UUIT2QOCS7E6OCTHW2YKTHWS6","A1TPBL3X04L0VG","Submitted","Tue Sep 25 12:41:45 PDT 2018","Tue Sep 25 13:01:50 PDT 2018","Fri Sep 28 13:01:50 PDT 2018","","","","1205","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Ia60b72afc2f34c3fba71e81bfdc71f7b"
"3BAWBGQGYM1MSLQN193KBKR3MX8V7H","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3Z4XG4ZF49TLI8XV2V2A2OG4H2Y8XV","AEN7H01OU26XL","Submitted","Tue Sep 25 19:02:21 PDT 2018","Tue Sep 25 19:17:54 PDT 2018","Fri Sep 28 19:17:54 PDT 2018","","","","933","100% (2/2)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C8a1b01860939491d819786e5a80c0968"
"3D17ECOUOFXO5Q92SJG5RF87SRG31W","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3YOH7BII0A9D9KU1B5YV48SAWQBVKN","AIDWWRWBP7304","Submitted","Tue Sep 25 13:53:01 PDT 2018","Tue Sep 25 14:02:28 PDT 2018","Fri Sep 28 14:02:28 PDT 2018","","","","567","100% (4/4)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cf7a94d6385e84e9a9d5c7ec929ededcc"
"356TQKY9XGZOH9UATGSAJ67VBZ887Q","3HE4IXOKV8A8272BHX8EINUUNNWWPO","¡Charlemos! (0924)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Mon Sep 24 18:28:31 PDT 2018","9","BatchId:3381200;OriginalHitTemplateId:920937340;","1800","259200","Mon Oct 01 18:28:31 PDT 2018","","","3ND9UOO81L418FCOMFFS5AO3SZWWLF","A2V8YSBVKC16X","Submitted","Tue Sep 25 10:14:19 PDT 2018","Tue Sep 25 10:21:13 PDT 2018","Fri Sep 28 10:21:13 PDT 2018","","","","414","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Cdec98a66af60486a8dc8ad5a3d0edcb4"
